movie_seq,movie_img,movie_title,movie_type,movie_country,movie_runtime,movie_age,movie_open_date,movie_rating,movie_director,movie_actor,movie_content,,admin_id
32,191567,그레텔과 헨젤,"판타지, 미스터리","미국, 캐나다, 아일랜드, 남아프리카 공화국",87분,"15세 관람가, PG-13",2020.07.08,3.36,오즈 퍼킨스,"소피아 릴리스, 사무엘 리키","옛날 어느 먼 옛날, 그레텔과 헨젤은 먹을 것과 일감을 찾기 위해 집을 떠나지만 길을 잃고 만다. 그들은 허기짐에 먹을 것이 풍성하게 차려진 한 오두막에 이끌려 집으로 들어가게 되고, 그 곳에서 집 주인 ‘홀다’를 만난다. 그녀의 배려로 두 남매는 풍족한 음식과 따뜻한 잠자리를 제공받으며 점점 안정을 되찾는다.<br/> <br/>하지만 매일 밤 반복되는 악몽,<br/>매끼 차려지는 성대한 식사,<br/>벽 너머 발견된 의문의 문고리 등<br/> <br/>오두막에서 일어나는 기묘하고 섬뜩한 징조들은<br/>두 남매를 계속해서 어둠 속으로 몰아넣는데…",,admin01
33,187845,그리고 우린 춤을 추었다,드라마,"프랑스, 스웨덴",113분,15세 관람가,2020.11.25,8.21,레반 아킨,"레반 겔바키아니, 바치 발리시빌리, 아나 자바히슈빌리","보수적이고 엄격한 조지아 국립무용단의 댄서 메라비와 이라클리.<br/>섬세하고 우아한 춤을 추는 메라비와 상반된 카리스마와 에너지를 가진 이라클리는<br/>무용단의 앙상블 자리를 놓고 선의의 경쟁을 한다.<br/>오디션을 위한 둘만의 연습이 계속될 수록<br/>이라클리의 존재는 메라비에게 점차 라이벌에서 저항할 수 없는 열망으로 변하는데...<br/><br/>“이제, 네가 추고 싶은 춤을 춰”",,admin01
34,188992,그리드,"코미디, 드라마",영국,104분,15세 관람가,2020.10.15,6.37,마이클 윈터바텀,스티브 쿠건,"패션계 ‘악마’라 불리는 CEO이자<br/>상위 1% 억만장자 ‘리차드 맥크리디’.<br/><br/>그리스 섬을 통째로 빌린 ‘리차드’의 초호화 생일 파티가 열린다.<br/>럭셔리 파티를 위해 가족과 직원들은 모이게 되고,<br/>그의 자서전 작가 ‘닉’도 참석한다.<br/><br/>‘닉’은 오랜 시간 그를 지켜봐 온<br/>주변 사람들을 인터뷰하기 시작하고,<br/>전 세계가 동경하는 화려한 성공 뒤에<br/>그의 ‘진짜’ 모습이 드러나기 시작하는데…<br/><br/>리얼 FLEX 코미디가 시작된다!",,admin01
35,195983,그린랜드,"액션, 스릴러","미국, 영국",119분,12세 관람가,2020.09.29,6.72,릭 로먼 워,"제라드 버틀러, 모레나 바카린",혜성의 지구 충돌 속보를 지켜보던 ‘존’(제라드 버틀러)과 가족들.<br/>미 항공우주국(NASA)의 예측과 달리 해상으로 떨어졌어야 할 파편은 <br/>캘리포니아를 비롯해 세계 대도시로 추락해 세계는 순식간에 혼돈에 빠진다.<br/><br/>지구의 3/4을 날려버릴 초대형 혜성 추락까지 남은 시간은 단 48시간<br/>존과 가족은 지구의 유일한 안전 대피소인 ‘그린란드’의 벙커로 향하는데..<br/><br/>인류의 마지막 카운트다운이 시작된다!,,admin01
36,193837,그집,"공포, 스릴러",스페인,104분,15세 관람가,2020.05.27,4.74,알베르트 핀토,"베고냐 바르가스, 이반 마르코스, 베아 세구라","1976년 스페인 마드리드, 새 출발을 꿈꾸며 도시로 이주한 6명의 가족.<br/>그들이 이사한 ‘그 집’에는 수상한 기운이 감돌기 시작하고,<br/>마침내 가족의 꿈은 악몽이 되고 마는데...",,admin01
37,195595,극장판 기븐,"애니메이션, 멜로/로맨스",일본,59분,15세 관람가,2020.11.26,9.3,야마구치 히카루,"나카자와 마사토모, 에구치 타쿠야, 야노 쇼고","고등학생 우에노야마 리츠카는 사토 마후유의 노랫소리에 충격을 받아<br/>나카야마 하루키, 카지 아키히코와 함께 활동하는 밴드에 보컬로 마후유를 영입한다.<br/>마후유 영입 후 첫 공연을 성공시키면서 밴드 '기븐'의 활동을 시작하려는 와중에<br/>마후유를 향한 마음을 자각한 리츠카는 그와 사귀기 시작한다.<br/>한편, 하루키는 오랫동안 품고 있던 아키히코에 대한 호감이 커져만 가고<br/>아키히코는 동거인인 바이올리니스트 우게츠와 관계를 계속 유지하려 하는데...<br/>하루키와 아키히코, 우게츠의 사랑이 스크린에서 삐걱대며 움직인다!",,admin01
38,190325,극장판 미니특공대: 공룡왕 디노,애니메이션,한국,73분,전체 관람가,2020.02.06,8.76,이영준,"신용우, 엄상현, 이소영","호기심 많은 소년 '얀'은 공룡왕 열쇠로 '디노'를 만나 비밀친구가 된다. <br/>그러던 중 우주악당 '퀸'이 지구를 위협하고 <br/>이에 '미니특공대'는 공룡왕 '디노'와 함께 역대급 대결을 펼치는데..!<br/><br/>과연, ‘미니특공대’와 공룡왕 ‘디노’는 지구를 지켜낼 수 있을까?!",,admin01
39,197656,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,"애니메이션, 뮤지컬, 모험",영국,45분,전체 관람가,2020.11.12,8.97,블레어 시몬스,"하성용, 정재헌, 엄상현","아름다운 산호초로 뒤덮인 호주 대산호초에는<br/>다양한 바다 생물들이 함께 모여 살아가고 있다.<br/>옥토넛도 탐험선W를 타고 대산호초 탐험을 떠나고,<br/>그곳에서 커다란 산호로 자라나길 꿈꾸는 아기 산호 코리를 만난다.<br/>그런데 이 때, 평화를 깨고 배고픈 가시관 불가사리 무리가 몰려 오는데...!<br/>옥토넛과 바다 생물들, 지금 바로 대산호초 보호작전 개시!",,admin01
40,196843,극장판 바이올렛 에버가든,"애니메이션, 드라마, 판타지",일본,140분,전체 관람가,2020.11.12,9.5,이시다테 타이치,"이시카와 유이, 나미카와 다이스케","친애하는 길베르트 소령님,<br/>오늘도 또 당신을 떠올리고 말았습니다. <br/><br/>무엇을 보든 무엇을 하든 당신이 떠오릅니다. <br/>시간이 지나도 당신과 보냈던 기억은 선명하게 되살아납니다. <br/><br/>당신은 날 곁에 두었고 <br/>아무것도 모르는 제게 살아가는 방법을 가르쳐 주셨고<br/>처음으로 사랑이라는 감정을 알려주셨습니다. <br/>그래서 이렇게 또 편지를 쓰게 됩니다. <br/><br/>-언젠가 이 편지가 당신에게 닿기를 바라며-",,admin01
41,192612,극장판 시로바코,"애니메이션, 드라마",일본,120분,12세 관람가,2020.08.20,8.59,미즈시마 츠토무,"키무라 쥬리, 요시무라 하루카, 치스가 하루카",함께 애니메이션 작품을 만들자고 약속했던 카미노야마 고교 애니메이션 동호회의 다섯 명.<br/>졸업 후 '무사애니'의 '제3비행소녀대'를 통해 그 꿈에 한 발 가까워질 수 있었다.<br/><br/>그로부터 4년 다섯 명은 업계에서 자리를 잡아가며 조금은 성장했지만 성장한 만큼 새로운 고뇌와 시련을 마주하고 있었다. 그중에서도 주인공 미야모리 아오이가 소속된 '무사 애니'는 '3소녀' 이후 제작한 작품들이 연이어 호평을 받으며 탄탄대로를 걷는 듯했지만 어떤 일을 계기로 한 순간에 위기에 빠지게 되는데…,,admin01
42,196859,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,애니메이션,일본,61분,전체 관람가,2020.09.24,8.28,시바타 히로키,"김은아, 소연, 홍진욱",엉덩이의 모습을 하고 있지만<br/>추리는 완벽한 명탐정 ‘엉덩이 탐정’!<br/>이번에는 엉덩이 댄디와 함께 무당벌레 유적에<br/>숨겨진 수수께끼를 풀기 위해 나서는데…!,,admin01
43,181406,극장판 요괴워치: 포에버 프렌즈,애니메이션,일본,100분,전체 관람가,2020.10.15,9.15,타카하시 시게하루,"신용우, 정혜원, 박리나",사악한 요괴에게 가족의 영혼을 빼앗긴 ‘서민’은<br/>영혼을 되찾을 방법을 알고 있는 ‘고귀한’과<br/>요괴를 보는 소녀 ‘천송이’의 도움으로 요괴워치를 손에 넣는다.<br/><br/>귀요미 요괴 ‘깜냥이’와 요괴 삼총사를 소환한 세 친구는<br/>소중한 가족을 되찾기 위해 신비롭고 환상적인 요마계로 떠나는데…,,admin01
44,187324,극장판 원피스 스탬피드,"모험, 액션, 판타지, 애니메이션",일본,101분,전체 관람가,2020.02.13,8.77,오츠카 타카시,"타나카 마유미, 나카이 카즈야, 오카무라 아케미","루피를 비롯한 밀짚모자 일당과 해적들은 축제꾼 ‘부에나 페스타’의 초대장을 받고<br/>세계 최고의 축제 해적 박람회에 모여든다.<br/>해적왕 로저가 남긴 전설의 보물을 찾기 위한 해적들의 보물 쟁탈전이 시작되고, <br/>‘괴물의 후계자’라 불린 사나이 ‘더글라스 불릿’이 난입해 밀짚모자 일당 앞을 가로막는다.<br/>해적들과 해군, 칠무해, 혁명군까지 가세해 ‘불릿’과 유례없는 대전투가 벌어지고,<br/>보물 쟁탈전과 해적 박람회는 한 치 앞도 예측할 수 없는 혼란 속으로 빠져드는데...",,admin01
45,183772,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,애니메이션,일본,100분,전체 관람가,2020.08.20,9.05,하시모토 마사카즈,"박영남, 김환진, 강희선","아름다운 호주의 한 섬으로 신혼여행을 떠난 짱구네 가족.<br/>즐거운 시간도 잠시, 수수께끼 원주민 가면족에게 사로잡혀 아빠가 사라진다.<br/><br/>이 섬에는 50년에 한 번 엄청난 보물을 얻을 수 있다는 전설이 있는데,<br/>그 보물을 여는 열쇠가 바로 아빠라고?<br/>여기에 보물을 노리는 트레저 헌터들까지 합세해 치열한 아빠 쟁탈전이 벌어지는데...!<br/>위기에 처한 짱구네 가족은 무사히 아빠를 되찾을 수 있을까?",,admin01
46,187305,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,애니메이션,일본,96분,전체 관람가,2020.09.30,8.13,"유야마 쿠니히코, 사카키바라 모토노리","이선호, 홍시호","최고의 포켓몬 트레이너만을 초대하는<br/>의문의 카드를 받게 된 지우와 친구들은<br/>거센 폭풍우를 뚫고 포켓몬성으로 향한다.<br/><br/>하지만 그곳에서 그들을 기다리는 건,<br/>인간에 대한 역습을 선언한 강력한 전설의 포켓몬 뮤츠.<br/><br/>뮤츠는 복제 포켓몬을 만들어 포켓몬 트레이너들에게 공격을 시작하고, <br/>때마침 나타난 환상의 포켓몬 뮤와 함께 지우와 친구들은 <br/>운명을 건 피할 수 없는 대결을 시작하는데…",,admin01
47,194644,기기괴괴 성형수,"공포, 스릴러",한국,85분,15세 관람가,2020.11.18 2020.09.09,6.94,조경훈,"문남숙, 장민혁, 조현정","지금부터 기적의 성형수 사용 방법을 알려드리겠습니다.<br/>본인의 얼굴을 거울로 확인해 보세요.<br/>사진을 찍어두셔도 좋습니다. 마지막 작별의 시간이니까요.<br/>물과 성형수를 4:1 비율로 섞은 후, 20분간 얼굴을 담가주세요.<br/>앞으로 당신의 근육과 살의 성질이 완전히 변하게 됩니다. 찰흙처럼 말이죠.<br/>겁먹지 말고… 당신이 원하는 얼굴을 만들어보세요<br/>이제 당신은 새로 태어나는 겁니다. 아주 새롭게…<br/><br/>부작용, 후유증 없이 아름다워지는 단 하나의 방법<br/>바르면 성형이 되는 기적의 물 성형수<br/>올여름 가장 기괴하고 독창적인 호러성형괴담이 온다!",,admin01
48,170860,기도의 막이 내릴 때,"미스터리, 스릴러",일본,119분,15세 관람가,2020.05.14,9.06,후쿠자와 카츠오,"아베 히로시, 마츠시마 나나코","비슷한 시기에 교살당한 두 시신이 발견된다.<br/>지역 형사 카가 쿄이치로(아베 히로시)는 물론 경시청까지 나서지만 실마리가 풀리지 않던 중,<br/>카가는 성공한 연극 연출가 아사이 히로미(마츠시마 나나코)와의 우연한 만남을 계기로<br/>사건의 배후에 16년 전 자신의 어머니가 얽혀 있음을 알게 되는데…<br/><br/>마침내 최후의 진실이 밝혀진다",,admin01
49,137974,기도의 힘,드라마,미국,120분,"12세 관람가, PG",2020.06.17 2020.04.09,9.47,알렉스 켄드릭,"프리실라 C. 샤이어, 카렌 애버크롬비, T.C. 스탤링스","성공 가도를 달리고 있는 남편 ‘토니’, 사랑스러운 딸 ‘대니엘’과 함께<br/>남부럽지 않은 삶을 살고 있는 부동산 중개업자 ‘엘리자베스’<br/>겉보기엔 완벽해 보이지만 위태로운 결혼생활을 이어가던 그녀는,<br/>새로운 고객 ‘클라라’ 부인으로부터<br/>하나님 말씀으로 진짜 적에게 맞서는 법과 함께<br/>‘기도에도 전략이 필요하다’는 특별한 조언을 받게 되는데…<br/><br/>용서와 치유, 사랑으로 나아가는 기도의 힘!",,admin01
50,179399,기도하는 남자,"드라마, 범죄",한국,95분,15세 관람가,2021.03.24 2020.02.20,8.3,강동헌,"박혁권, 류현경, 남기애","지독한 경제난 속에서 개척교회를 운영 중인 목사 ‘태욱’(박혁권)은 설상가상으로 <br/>아내 ‘정인’(류현경)으로부터 장모(남기애)의 수술비가 급히 필요하다는 이야기를 전해 듣는다. <br/>극한의 상황 속에서 태욱과 정인은 각기 다른 선택의 기로에 놓이고, 믿음에 어긋나는 상상 속에서 그들은 처절하게 갈등하는데…<br/><br/>우리를 시험에 들게 하지 마시옵고,<br/>다만 악에서 구하시옵소서",,admin01
51,179414,기억의 전쟁,다큐멘터리,한국,79분,12세 관람가,2021.02.25 2020.02.27,7.48,이길보라,"응우옌 티 탄, 응우옌 럽, 딘 껌","화려한 휴양도시 베트남 다낭에서 20분이면 닿는 마을,<br/>매년 음력 2월이면 마을 곳곳에 향이 피워진다.<br/>1968년, 한날 한시에 죽은 마을 주민들을 위해<br/>살아남은 이들은 위령비를 세우고 50여 년간 제사를 지내왔다.<br/><br/>“내가 똑똑히 봤어. 한국군이었어”<br/><br/>그날의 사건으로 가족들을 모두 잃은 탄 아주머니,<br/>그날의 현장을 똑똑히 목격한 껌 아저씨,<br/>그날 이후 전쟁의 흔적으로 두 눈을 잃은 럽 아저씨는<br/>지금껏 숨겨온 기억을 꺼낸다.",,admin01
52,193976,깡패와 소녀,드라마,한국,77분,15세 관람가,2020.07.22,7.12,방현준,"서제일, 한예진","깡패출신 김창식, 모든걸 청산하고 평범한 삶을 살기 위해 가던 와중에 우연히 슬픈 소녀 김소희를 만나게 되면서...<br/>김창식, 자신의 일보다 소희가 처한 상황에 적극적으로 나설 수밖에 없는 이야기.",,admin01
53,179394,나는보리,"드라마, 가족",한국,110분,전체 관람가,2020.05.21,9.44,김진유,"김아송, 이린하, 곽진석","바닷마을에 사는 열한 살 소녀, 보리는 가족 중 유일하게 들을 수 있다.<br/>초등학생이 된 보리는 말로 하는 대화가 점점 더 익숙해지고 수어로 소통하는 가족들 사이에서 외로움을 느끼게 되는데… <br/>소리를 잃고 싶은 아이, 보리의 특별한 소원이 시작된다!",,admin01
54,193330,나를 구하지 마세요,드라마,한국,97분,12세 관람가,2020.09.10,9.32,정연경,"조서연, 최로운, 양소민","아빠가 떠난 후 <br/>도망치듯 엄마(양소민)와 함께 아무도 모르는 곳으로 이사 온 열두 살 소녀 선유(조서연)<br/>또래보다 일찍 철들어버린 선유는 엄마마저 자신을 떠날까 불안함이 앞선다.<br/><br/>전학 첫날, 말썽쟁이 정국(최로운)이는 눈치도 없이 선유 곁을 맴돌고<br/>선유는 명랑한 정국의 모습에 조금씩 웃음을 되찾아 가는데… <br/><br/>“우리 아이스크림 먹으러 가자!”<br/>정국의 한 마디는 선유를 구할 수 있을까?",,admin01
55,76960,나쁜 녀석들 : 포에버,액션,미국,124분,청소년 관람불가,2020.01.15,7.09,"아딜 엘 아르비, 빌랄 팔라","윌 스미스, 마틴 로렌스","마이애미 강력반의 베테랑 형사 ‘마이크’[윌 스미스]는 여전히 범죄자를 소탕하는 데 열성적이지만,<br/>그의 파트너 ‘마커스’[마틴 로렌스]는 이제 일선에서 물러나 가족과 함께 시간을 보내고 싶어한다.<br/>마커스의 은퇴를 만류하던 마이크가 정체를 알 수 없는 거대 조직의 위협을 받으며 일생일대의 위험에 빠지게 된다.<br/>가족만큼 중요한 마이크를 위해 마커스가 합류하고, 우리의 ‘나쁜 녀석들’은 신식 무기와 기술을 장착한 루키팀 AMMO와<br/>함께 힘을 합쳐 일생일대 마지막 미션을 수행하게 되는데…",,admin01
56,193116,나의 이름,"멜로/로맨스, 드라마",한국,110분,12세 관람가,2020.10.14,7.34,허동우,"전소민, 최정원",미술관장인 엄마의 성화에 자신의 작품 전시를 준비하던 ‘리애’.<br/>하지만 그녀는 부족한 그림 실력에 좌절감만 쌓여간다.<br/><br/>어느 날 우연히 길에서 그림을 팔고 있던 <br/>아마추어 화가 ‘철우’을 발견하고 그에게 위험한 제안을 하게되는데..<br/><br/>모든 것을 돈으로 해결하려는 듯한 ‘리애’의 태도가 맘에들지 않은 ‘철우’ <br/>하지만 그림을 하나씩 완성할수록 점점 ‘리애’에 대한 마음도 커져간다.<br/><br/>하지만 두사람 사이의 비밀이 하나둘씩 밝혀지며<br/>피할수 없는 운명의 소용돌이에 빠지게 되는데…,,admin01
57,186870,나의 인생여행,"드라마, 멜로/로맨스",영국,85분,15세 관람가,2020.12.10,7.25,홍 카우,"헨리 골딩, 파커 소여",영국을 떠나 30년 만에 베트남으로 돌아온 ‘키트’(헨리 골딩).<br/>과거의 자신과 가족의 흔적을 따라 호치민에서 하노이로 떠나면서<br/>진정한 나 자신을 찾는 여정이 시작되는데…,,admin01
58,193781,나의 첫 번째 슈퍼스타,"코미디, 드라마",미국,113분,12세 관람가,2020.06.10,8.32,니샤 가나트라,"다코타 존슨, 트레시 엘리스 로스","슈퍼스타 ‘그레이스’(트레시 엘리스 로스)의 3년째 막내 매니저인 ‘매기’(다코타 존슨).<br/>음악 프로듀서가 되기 위해 낮에는 매니저, 밤에는 음악 작업을 하며<br/>열정을 불태우지만 늘 기회를 잡지 못한다.<br/>10년 전 히트곡 하나로 버티는 세계적인 스타 ‘그레이스’는<br/>매일 반복되는 공연에서 벗어나 새로운 앨범 발매를 꿈꾸지만<br/>주변의 반대와 두려움에 부딪히는데…<br/>완벽히 다른 그들의 인생곡을 향한 새로운 도전이 시작된다!",,admin01
59,188361,나의 청춘은 너의 것,멜로/로맨스,대만,91분,12세 관람가,2020.04.29,5.22,"주동, 대몽영","송운화, 송위룡",모범생 ‘팡위커’와 유독 그에게만 빛나 보이는 ‘린린’이<br/>어린 시절 동네 친구에서 연인이 되기까지의<br/>새콤달콤한 여정을 담은 로맨스 일대기,,admin01
60,194721,나이스 걸 라이크 유,"코미디, 멜로/로맨스",미국,94분,"청소년 관람불가, R",2020.11.18,6.31,"크리스 리델, 닉 리델",루시 헤일,꿈도 열정도 가득한 그녀 ‘루시’<br/>오디션은 자꾸만 떨어지고<br/>찌질한 남친은 S를 모른다고 그녀에게 이별을 통보하지만<br/>루시는 일도 사랑도 포기하지 않는다.<br/>Special Life를 위해 비장한 각오로 S리스트를 작성하는 루시의 앞에<br/>드디어 S하고 싶은 그 남자가 나타났다!,,admin01
61,162266,나이트 헌터,"범죄, 스릴러","미국, 캐나다",99분,15세 관람가,2020.01.29,5.38,데이비드 레이몬드,"헨리 카빌, 알렉산드라 다드다리오","진실을 위해서라면 집요하게 파고드는 형사인 마샬은 <br/>연달아 발생한 여대생 실종 사건에 주목하고,<br/>현장 단서를 찾아 용의자를 잡게 된다.<br/><br/>베테랑 프로파일러 ‘레이첼’의 도움으로<br/>실종사건이 결국 연쇄 살인 사건이라는 것이 드러나며<br/>사건을 쉽게 해결되는 듯 했지만…<br/><br/>같은 수법의 살인이 연이어 발생하고,<br/>사건은 또다시 미궁으로 빠져버리게 되는데…<br/><br/>최악의 싸이코패스와 완벽한 살인,<br/>그리고 조각난 진실을 사냥하라!",,admin01
